MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RL,55.0,7264,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,952,952,Gd,N,SBrkr,952,596,1548,0,0,2,1,3,1,Ex,5,0,Detchd,1978.0,Unf,672,TA,TA,Y,74,0,10,2009,WD,Normal,205000
20,RL,129.0,9196,IR1,Inside,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,1560,1560,Ex,Y,SBrkr,1560,0,1560,0,0,2,0,3,1,Gd,7,0,Attchd,2003.0,Fin,573,TA,TA,Y,100,150,4,2010,WD,Normal,201000
20,RL,140.0,19138,Reg,Corner,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,744,864,Ex,Y,SBrkr,864,0,864,0,0,1,0,2,1,TA,4,0,Detchd,1951.0,Unf,400,TA,TA,Y,0,0,6,2010,WD,Normal,141000
20,RL,107.0,14450,Reg,Inside,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,2121,2121,Ex,Y,SBrkr,2121,0,2121,0,0,2,1,3,1,Ex,8,1,Attchd,2007.0,Fin,732,TA,TA,Y,124,98,5,2007,New,Partial,415298
60,RL,83.0,10005,Reg,Inside,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,768,1160,Ex,Y,SBrkr,1156,866,2022,0,0,2,1,4,1,TA,8,1,Attchd,1977.0,Fin,505,TA,TA,Y,288,117,3,2008,WD,Normal,192000
60,RL,82.0,11287,Reg,Inside,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,386,807,Gd,Y,SBrkr,1175,807,1982,0,0,2,1,3,1,Gd,7,1,Attchd,1989.0,Fin,575,TA,TA,Y,0,84,1,2007,WD,Normal,228500
20,FV,60.0,7200,Reg,Inside,Somerst,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,357,1262,Gd,Y,SBrkr,1262,0,1262,0,0,2,0,2,1,Gd,5,0,Attchd,2006.0,Fin,572,TA,TA,Y,0,120,5,2006,New,Partial,185000
120,RL,34.0,5063,Reg,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,410,1314,Ex,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,Gd,6,1,Attchd,2008.0,RFn,626,TA,TA,Y,172,62,4,2009,ConLw,Normal,207500
20,RL,74.0,9612,Reg,Inside,Somerst,Feedr,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,1468,1468,Ex,Y,SBrkr,1468,0,1468,0,0,2,0,3,1,Gd,6,1,Attchd,2008.0,Fin,898,TA,TA,Y,210,150,12,2009,New,Partial,244600
120,RL,50.0,8012,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,1145,1575,Gd,Y,SBrkr,1575,0,1575,1,0,2,0,2,1,Gd,5,0,Attchd,1992.0,RFn,529,TA,TA,Y,0,0,7,2007,WD,Normal,179200
160,FV,35.0,4251,IR1,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,625,625,Ex,Y,SBrkr,625,625,1250,0,0,2,1,2,1,Gd,5,0,Detchd,2006.0,RFn,528,TA,TA,Y,0,54,6,2007,New,Partial,164700
50,RL,77.0,9786,IR1,Inside,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,312,912,TA,Y,SBrkr,1085,649,1734,0,0,1,1,3,1,Gd,7,1,Attchd,1962.0,RFn,440,TA,TA,Y,0,0,6,2006,WD,Normal,159000
20,RL,,8125,IR1,Corner,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,244,858,TA,Y,SBrkr,858,0,858,0,0,1,0,3,1,TA,5,0,,,,0,,,Y,0,0,6,2006,WD,Normal,88000
20,RL,,9819,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,432,882,TA,Y,SBrkr,900,0,900,0,0,1,0,3,1,TA,5,0,Detchd,1970.0,Unf,280,TA,TA,Y,0,0,2,2010,WD,Normal,122000
70,RL,60.0,8730,Reg,Inside,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,698,698,Ex,Y,FuseA,698,698,1396,0,0,1,0,3,1,TA,7,0,Detchd,2003.0,Unf,384,TA,TA,Y,0,0,7,2007,WD,Normal,153575
60,RL,120.0,15611,Reg,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,1079,1079,Ex,Y,SBrkr,1079,840,1919,0,0,2,1,3,1,Gd,8,1,Attchd,2006.0,RFn,685,Gd,TA,Y,0,51,7,2006,New,Partial,233230
190,RL,55.0,5687,Reg,Inside,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210,570,780,Ex,N,SBrkr,936,780,1716,1,0,2,0,6,1,Fa,9,0,,,,0,,,N,0,184,3,2008,WD,Normal,135900
50,RL,60.0,11409,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292,476,768,Gd,Y,SBrkr,1148,568,1716,0,0,1,1,3,1,TA,8,1,Attchd,1949.0,Unf,281,TA,TA,Y,0,0,1,2009,WD,Normal,131000
60,RL,,16659,IR1,Corner,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,0,795,Fa,Y,SBrkr,1468,795,2263,1,0,2,1,3,1,Gd,9,1,Attchd,1977.0,Fin,539,TA,TA,Y,0,250,3,2006,WD,Normal,235000
20,RL,80.0,9600,Reg,Inside,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,131,1416,TA,Y,SBrkr,1644,0,1644,1,0,1,0,3,1,TA,7,2,Attchd,1953.0,Fin,418,TA,TA,Y,110,0,10,2009,WD,Normal,167000
80,RL,37.0,7937,IR1,CulDSac,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819,184,1003,TA,Y,SBrkr,1003,0,1003,1,0,1,0,3,1,TA,6,0,Detchd,1984.0,Unf,588,TA,TA,Y,120,0,3,2006,WD,Normal,142500
50,RM,75.0,13710,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420,490,910,TA,Y,FuseA,910,648,1558,0,0,1,1,4,1,TA,6,0,Attchd,1950.0,Unf,282,TA,TA,Y,289,0,6,2007,WD,Normal,152000
60,FV,66.0,7399,IR1,Inside,Somerst,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,326,975,Ex,Y,SBrkr,975,975,1950,0,0,2,1,3,1,Gd,7,1,Detchd,1997.0,RFn,576,TA,TA,Y,0,10,6,2007,WD,Normal,239000
60,RL,90.0,11700,Reg,Inside,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,143,702,Gd,Y,SBrkr,1041,702,1743,0,1,1,2,3,1,TA,7,1,Attchd,1968.0,Unf,539,TA,TA,Y,224,0,6,2007,WD,Normal,175000
20,RL,80.0,14000,Reg,Inside,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,1092,1092,Ex,Y,SBrkr,1152,0,1152,0,1,1,0,3,1,Gd,6,1,Attchd,1950.0,Unf,300,TA,TA,Y,0,36,8,2009,WD,Family,158500
190,RL,90.0,15750,Reg,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841,324,1165,TA,Y,SBrkr,1336,0,1336,1,0,1,0,2,1,TA,5,2,Attchd,1953.0,Unf,375,TA,TA,Y,0,0,6,2006,WD,Normal,157000
60,RL,66.0,16226,IR3,Inside,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,747,1028,Ex,Y,SBrkr,1210,1242,2452,0,0,2,1,4,1,Gd,9,1,BuiltIn,1998.0,Fin,683,TA,TA,Y,208,50,5,2007,WD,Normal,267000
20,RL,118.0,13704,IR1,Corner,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,1541,1541,Ex,Y,SBrkr,1541,0,1541,0,0,2,0,3,1,Gd,6,1,Attchd,2001.0,RFn,843,TA,TA,Y,468,81,1,2006,WD,Normal,205000
20,RL,70.0,9800,Reg,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,0,894,TA,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,0,Attchd,1975.0,Unf,552,TA,TA,Y,256,0,7,2006,WD,Abnorml,149900
75,RM,87.0,18386,Reg,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,1470,1470,Ex,Y,SBrkr,1675,1818,3493,0,0,3,0,3,1,Gd,10,1,Attchd,2003.0,Unf,870,TA,TA,Y,302,0,5,2008,WD,Normal,295000
20,RL,80.0,10386,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464,536,2000,Ex,Y,SBrkr,2000,0,2000,1,0,2,0,3,1,Gd,8,0,Attchd,2004.0,Fin,888,TA,TA,Y,168,0,7,2007,WD,Normal,305900
60,RL,116.0,13474,Reg,Inside,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700,0,700,Gd,Y,SBrkr,1122,1121,2243,1,0,2,1,4,1,Gd,8,1,Attchd,1990.0,RFn,746,TA,TA,Y,127,44,6,2007,WD,Normal,225000
50,RM,,7920,IR1,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,319,319,TA,Y,FuseA,1035,371,1406,0,0,1,0,3,1,Fa,6,0,,,,0,,,N,0,144,3,2008,WD,Normal,89500
30,RL,,12342,IR1,Inside,Edwards,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,599,861,Ex,Y,SBrkr,861,0,861,0,0,1,0,1,1,TA,4,0,Detchd,1961.0,Unf,539,TA,TA,Y,158,0,3,2009,WD,Normal,82500
20,RL,90.0,12378,IR1,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,622,1896,Ex,Y,SBrkr,1944,0,1944,1,0,2,0,3,1,Ex,8,3,Attchd,2003.0,Fin,708,TA,TA,Y,208,175,11,2006,WD,Normal,360000
60,RL,,7685,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,179,697,Gd,Y,SBrkr,697,804,1501,0,0,2,1,3,1,Gd,6,1,Attchd,1993.0,Fin,420,TA,TA,Y,190,63,5,2006,WD,Normal,165600
20,RL,50.0,8000,Reg,Inside,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,292,972,Ex,Y,SBrkr,972,0,972,1,0,1,0,2,1,TA,5,1,Detchd,1948.0,Unf,240,TA,TA,Y,0,0,5,2009,WD,Normal,132000
190,RM,65.0,7800,Reg,Inside,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,286,793,TA,Y,SBrkr,793,325,1118,1,0,1,0,3,1,TA,5,1,Detchd,1939.0,Unf,410,TA,TA,Y,0,0,5,2006,WD,Normal,119900
20,RL,150.0,215245,IR3,Inside,Timber,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,80,2136,TA,Y,SBrkr,2036,0,2036,2,0,2,0,3,1,TA,8,2,Attchd,1965.0,RFn,513,TA,TA,Y,0,0,6,2009,WD,Normal,375000
70,RM,60.0,9600,Reg,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,712,728,Ex,Y,SBrkr,832,809,1641,0,1,1,1,3,1,Ex,6,1,Detchd,1925.0,Unf,546,Fa,TA,Y,0,0,8,2006,WD,Normal,178000
60,RL,71.0,7795,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,291,716,Ex,Y,SBrkr,716,716,1432,1,0,2,1,3,1,Gd,6,1,Attchd,2004.0,Fin,432,TA,TA,Y,100,51,7,2009,WD,Normal,188500
60,RL,94.0,13005,IR1,Corner,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,153,845,TA,Y,SBrkr,1153,1200,2353,1,0,2,1,4,1,Ex,10,1,Attchd,1983.0,RFn,484,TA,TA,Y,288,195,8,2009,WD,Normal,260000
60,FV,75.0,9000,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,1088,1088,Ex,Y,SBrkr,1088,871,1959,0,0,2,1,3,1,Gd,8,1,Attchd,2006.0,RFn,1025,TA,TA,Y,208,46,12,2007,WD,Normal,270000
60,RL,90.0,9900,Reg,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,360,1347,Ex,Y,SBrkr,1372,1274,2646,1,0,2,1,4,1,Gd,9,1,Attchd,1993.0,RFn,656,TA,TA,Y,340,60,4,2009,WD,Normal,260000
80,RL,,14115,Reg,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,336,1372,TA,Y,SBrkr,1472,0,1472,1,0,2,0,3,1,TA,6,2,Attchd,1980.0,Unf,588,TA,TA,Y,233,48,6,2009,WD,Normal,187500
60,RL,111.0,16259,Reg,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,1249,1249,Ex,Y,SBrkr,1249,1347,2596,0,0,3,1,4,1,Gd,9,0,Attchd,2006.0,RFn,840,TA,TA,Y,240,154,9,2006,New,Partial,342643
60,RL,99.0,12099,IR1,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,166,1136,Ex,Y,SBrkr,1136,1332,2468,1,0,2,1,4,1,Gd,10,1,BuiltIn,2004.0,Fin,872,TA,TA,Y,184,154,6,2007,WD,Normal,354000
60,RL,86.0,10380,IR1,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,0,1502,Ex,Y,SBrkr,1553,1177,2730,1,0,2,1,4,1,Gd,8,1,Attchd,1987.0,Fin,576,TA,TA,Y,201,96,8,2007,WD,Normal,301000
20,RM,49.0,5820,Reg,Inside,OldTown,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,906,1162,Ex,Y,SBrkr,1163,0,1163,1,0,1,0,3,1,TA,6,0,Attchd,1955.0,Unf,220,Fa,TA,Y,142,98,7,2006,WD,Normal,126175
80,RL,96.0,11275,Reg,Corner,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,710,710,Ex,Y,SBrkr,1898,1080,2978,0,0,2,1,5,1,Gd,11,1,BuiltIn,1961.0,Fin,564,TA,TA,Y,240,0,6,2010,WD,Normal,242000
45,RM,50.0,5000,Reg,Inside,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,604,720,Po,N,FuseF,803,0,803,0,0,1,0,2,1,TA,5,0,Detchd,1941.0,Unf,360,TA,TA,Y,0,0,12,2007,WD,Normal,87000
120,RL,32.0,10846,IR1,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,100,1719,Ex,Y,SBrkr,1719,0,1719,2,0,1,1,1,1,Gd,6,2,Attchd,1993.0,Fin,473,TA,TA,Y,122,30,5,2008,Con,Normal,324000
20,RL,80.0,11600,Reg,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,818,1383,TA,Y,SBrkr,1383,0,1383,0,0,1,1,3,1,TA,7,0,Attchd,1960.0,RFn,292,TA,TA,Y,0,45,4,2006,WD,Normal,145250
75,RL,,11888,IR1,Inside,BrkSide,PosN,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,844,844,Gd,N,FuseA,1445,689,2134,0,0,2,0,5,1,Gd,10,0,Detchd,1930.0,Unf,441,TA,TA,Y,0,60,7,2009,WD,Normal,214500
70,RM,60.0,6402,Reg,Corner,IDOTRR,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,596,596,TA,N,SBrkr,596,596,1192,0,0,1,0,3,1,TA,6,0,Detchd,1920.0,Unf,189,Fa,Fa,N,0,0,7,2009,WD,Normal,78000
90,RL,,10624,IR1,Inside,NAmes,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40,1424,1728,TA,Y,SBrkr,1728,0,1728,0,1,2,0,6,2,TA,10,0,Detchd,2002.0,Unf,352,TA,TA,Y,155,0,11,2007,WD,Normal,119000
20,RL,70.0,8176,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,210,1056,Fa,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,0,Attchd,1958.0,RFn,308,TA,TA,Y,0,0,8,2007,WD,Normal,139000
20,RL,85.0,10655,IR1,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,1603,3206,Ex,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,Gd,7,1,Attchd,2003.0,RFn,880,TA,TA,Y,0,0,10,2009,WD,Normal,284000
120,RM,59.0,8198,Reg,FR3,NridgHt,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,638,1358,Ex,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Attchd,2004.0,RFn,484,TA,TA,Y,192,30,7,2008,WD,Normal,207000
60,RL,59.0,9042,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,115,943,Gd,Y,SBrkr,943,695,1638,1,0,2,1,3,1,TA,7,2,Attchd,1998.0,Fin,472,TA,TA,Y,100,38,7,2008,WD,Normal,192000
190,RL,,164660,IR1,Corner,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,103,1499,Ex,Y,SBrkr,1619,167,1786,2,0,2,0,3,1,TA,7,2,Attchd,1965.0,Fin,529,TA,TA,Y,670,0,8,2008,WD,Normal,228950
20,RL,86.0,14157,IR1,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,673,1922,Ex,Y,SBrkr,1922,0,1922,1,0,2,0,3,1,Gd,8,1,Attchd,2005.0,Fin,676,TA,TA,Y,178,51,7,2007,WD,Normal,377426
20,RL,70.0,9135,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,726,1536,Ex,Y,SBrkr,1536,0,1536,1,0,2,0,3,1,Gd,7,0,Attchd,2002.0,RFn,532,TA,TA,Y,192,74,12,2008,WD,Normal,214000
20,RL,91.0,14145,Reg,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,995,1208,Ex,Y,SBrkr,1621,0,1621,1,0,2,0,3,1,Gd,8,0,Attchd,1984.0,RFn,440,TA,TA,Y,108,45,5,2006,WD,Normal,202500
20,RL,66.0,12400,IR1,Inside,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,630,1215,TA,Y,FuseA,1215,0,1215,0,0,1,0,3,1,TA,6,0,Attchd,1958.0,Unf,297,TA,TA,Y,0,0,6,2009,WD,Normal,155000
60,RL,85.0,14191,Reg,Inside,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,967,967,Ex,Y,SBrkr,993,915,1908,0,0,2,1,4,1,Gd,9,0,Attchd,2002.0,Fin,431,TA,TA,Y,135,0,4,2010,WD,Normal,202900
20,RH,60.0,8400,Reg,Inside,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,721,721,Gd,Y,SBrkr,841,0,841,0,0,1,0,2,1,TA,4,0,CarPort,1950.0,Unf,294,TA,TA,N,250,0,9,2009,WD,Normal,82000
90,RL,,8544,Reg,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0,0,0,Fa,N,FuseA,1040,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,1949.0,Unf,400,TA,TA,Y,0,0,5,2006,WD,Normal,87500
120,RL,63.0,8849,IR1,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,1656,1684,Ex,Y,SBrkr,1684,0,1684,0,0,2,0,2,1,Ex,6,1,Attchd,2005.0,RFn,564,TA,TA,Y,495,72,7,2008,WD,Normal,266000
160,RM,36.0,2592,Reg,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,175,536,TA,Y,SBrkr,536,576,1112,0,0,1,1,3,1,TA,4,0,Attchd,1976.0,Unf,336,TA,TA,Y,182,0,4,2010,WD,Normal,85000
